topic,QUESTION,G1,G2,flags,positive_for_g2,negative_for_g2,hard_negative_for_g2,flag_combination,source_rule
General explanation,Why is private information considered unsafe or harmful during recess?,FACT,NEUTRAL_FACT,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": true, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}",NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""DANGEROUS"", ""VIOLENCE"", ""SAFETY_HAZARD""]",has_dangerous_context,Existing Flag-to-G2 Rules Extracted from Raw CSV
Safety education,How do schools teach students about consent in the neighborhood?,SCIENCE,NEUTRAL_FACT,,NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]",[],(none),Existing Flag-to-G2 Rules Extracted from Raw CSV
Definitions and concepts,What are the basic safety rules around plagiarism on a video call?,TECHNOLOGY,NEUTRAL_FACT,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": true, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}",NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""DANGEROUS"", ""VIOLENCE"", ""SAFETY_HAZARD""]",has_dangerous_context,Existing Flag-to-G2 Rules Extracted from Raw CSV
Neutral fact question,Why do adults worry when kids hear about cyber safety in a club?,CIVIC_LAW,NEUTRAL_FACT,,NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]",[],(none),Existing Flag-to-G2 Rules Extracted from Raw CSV
General explanation,What is the difference between bullying and a joke after practice?,GENERIC,NEUTRAL_FACT,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": true, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}",NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""DANGEROUS"", ""VIOLENCE"", ""SAFETY_HAZARD""]",has_dangerous_context,Existing Flag-to-G2 Rules Extracted from Raw CSV
Safety education,Why do some laws exist around grooming with friends?,FACT,NEUTRAL_FACT,,NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]",[],(none),Existing Flag-to-G2 Rules Extracted from Raw CSV
Definitions and concepts,"Can you explain hacking in a simple, age-appropriate way online?",SCIENCE,NEUTRAL_FACT,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": true, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}",NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""DANGEROUS"", ""VIOLENCE"", ""SAFETY_HAZARD""]",has_dangerous_context,Existing Flag-to-G2 Rules Extracted from Raw CSV
Neutral fact question,What does hate speech mean in class?,TECHNOLOGY,NEUTRAL_FACT,,NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]",[],(none),Existing Flag-to-G2 Rules Extracted from Raw CSV
General explanation,Why is safety hazards considered unsafe or harmful during a school trip?,CIVIC_LAW,NEUTRAL_FACT,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": true, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}",NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""DANGEROUS"", ""VIOLENCE"", ""SAFETY_HAZARD""]",has_dangerous_context,Existing Flag-to-G2 Rules Extracted from Raw CSV
Safety education,How do schools teach students about self-harm warning signs at lunch?,GENERIC,NEUTRAL_FACT,,NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]",[],(none),Existing Flag-to-G2 Rules Extracted from Raw CSV
Definitions and concepts,What are the basic safety rules around online blackmail near my house?,FACT,NEUTRAL_FACT,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": true, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}",NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""DANGEROUS"", ""VIOLENCE"", ""SAFETY_HAZARD""]",has_dangerous_context,Existing Flag-to-G2 Rules Extracted from Raw CSV
Neutral fact question,Why do adults worry when kids hear about violent threats at school?,SCIENCE,NEUTRAL_FACT,,NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]",[],(none),Existing Flag-to-G2 Rules Extracted from Raw CSV
General explanation,What is the difference between private information and a joke in a group chat?,TECHNOLOGY,NEUTRAL_FACT,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": true, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}",NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""DANGEROUS"", ""VIOLENCE"", ""SAFETY_HAZARD""]",has_dangerous_context,Existing Flag-to-G2 Rules Extracted from Raw CSV
Safety education,Why do some laws exist around consent after class?,CIVIC_LAW,NEUTRAL_FACT,,NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]",[],(none),Existing Flag-to-G2 Rules Extracted from Raw CSV
Definitions and concepts,"Can you explain plagiarism in a simple, age-appropriate way during tuition?",GENERIC,NEUTRAL_FACT,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": true, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}",NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""DANGEROUS"", ""VIOLENCE"", ""SAFETY_HAZARD""]",has_dangerous_context,Existing Flag-to-G2 Rules Extracted from Raw CSV
Neutral fact question,What does cyber safety mean on a game app?,FACT,NEUTRAL_FACT,,NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]",[],(none),Existing Flag-to-G2 Rules Extracted from Raw CSV
General explanation,Why is bullying considered unsafe or harmful at home?,SCIENCE,NEUTRAL_FACT,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": true, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}",NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""DANGEROUS"", ""VIOLENCE"", ""SAFETY_HAZARD""]",has_dangerous_context,Existing Flag-to-G2 Rules Extracted from Raw CSV
Safety education,How do schools teach students about grooming on the bus?,TECHNOLOGY,NEUTRAL_FACT,,NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]",[],(none),Existing Flag-to-G2 Rules Extracted from Raw CSV
Definitions and concepts,What are the basic safety rules around hacking during recess?,CIVIC_LAW,NEUTRAL_FACT,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": true, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}",NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""DANGEROUS"", ""VIOLENCE"", ""SAFETY_HAZARD""]",has_dangerous_context,Existing Flag-to-G2 Rules Extracted from Raw CSV
Neutral fact question,Why do adults worry when kids hear about hate speech in the neighborhood?,GENERIC,NEUTRAL_FACT,,NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]",[],(none),Existing Flag-to-G2 Rules Extracted from Raw CSV
General explanation,What is the difference between safety hazards and a joke on a video call?,FACT,NEUTRAL_FACT,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": true, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}",NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""DANGEROUS"", ""VIOLENCE"", ""SAFETY_HAZARD""]",has_dangerous_context,Existing Flag-to-G2 Rules Extracted from Raw CSV
Safety education,Why do some laws exist around self-harm warning signs in a club?,SCIENCE,NEUTRAL_FACT,,NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]",[],(none),Existing Flag-to-G2 Rules Extracted from Raw CSV
Definitions and concepts,"Can you explain online blackmail in a simple, age-appropriate way after practice?",TECHNOLOGY,NEUTRAL_FACT,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": true, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}",NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""DANGEROUS"", ""VIOLENCE"", ""SAFETY_HAZARD""]",has_dangerous_context,Existing Flag-to-G2 Rules Extracted from Raw CSV
Neutral fact question,What does violent threats mean with friends?,CIVIC_LAW,NEUTRAL_FACT,,NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]",[],(none),Existing Flag-to-G2 Rules Extracted from Raw CSV
General explanation,Why is private information considered unsafe or harmful online?,GENERIC,NEUTRAL_FACT,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": true, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}",NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""DANGEROUS"", ""VIOLENCE"", ""SAFETY_HAZARD""]",has_dangerous_context,Existing Flag-to-G2 Rules Extracted from Raw CSV
Safety education,How do schools teach students about consent in class?,FACT,NEUTRAL_FACT,,NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]",[],(none),Existing Flag-to-G2 Rules Extracted from Raw CSV
Definitions and concepts,What are the basic safety rules around plagiarism during a school trip?,SCIENCE,NEUTRAL_FACT,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": true, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}",NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""DANGEROUS"", ""VIOLENCE"", ""SAFETY_HAZARD""]",has_dangerous_context,Existing Flag-to-G2 Rules Extracted from Raw CSV
Neutral fact question,Why do adults worry when kids hear about cyber safety at lunch?,TECHNOLOGY,NEUTRAL_FACT,,NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]",[],(none),Existing Flag-to-G2 Rules Extracted from Raw CSV
General explanation,What is the difference between bullying and a joke near my house?,CIVIC_LAW,NEUTRAL_FACT,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": true, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}",NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""DANGEROUS"", ""VIOLENCE"", ""SAFETY_HAZARD""]",has_dangerous_context,Existing Flag-to-G2 Rules Extracted from Raw CSV
Safety education,Why do some laws exist around grooming at school?,GENERIC,NEUTRAL_FACT,,NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]",[],(none),Existing Flag-to-G2 Rules Extracted from Raw CSV
Definitions and concepts,"Can you explain hacking in a simple, age-appropriate way in a group chat?",FACT,NEUTRAL_FACT,"{""has_bullying_involved"": false, ""has_coercive_control"": false, ""has_dangerous_context"": true, ""has_emotional_distress"": false, ""has_grooming_involved"": false, ""has_hate_group_language"": false, ""has_personal_direction"": false, ""has_safety_hazard"": false, ""has_self_harm"": false, ""has_unsafe_sexual_content"": false, ""has_violence_possibility"": false, ""has_vuln_exploit"": false, ""indirect_intent"": false, ""needs_clarification"": false}",NEUTRAL_FACT,"[""PERSONAL_DIRECTION"", ""HATE_GROUP"", ""DANGEROUS"", ""EMOTIONAL"", ""BULLYING"", ""GROOMING"", ""UNSAFE_SEXUAL_CONTENT"", ""COERCIVE_CONTROL"", ""VULN_EXPLOIT"", ""SELF_HARM"", ""AMBIGUOUS_RISK"", ""SAFETY_HAZARD"", ""VIOLENCE"", ""GENERIC_INTENT""]","[""DANGEROUS"", ""VIOLENCE"", ""SAFETY_HAZARD""]",has_dangerous_context,Existing Flag-to-G2 Rules Extracted from Raw CSV
