Sr No,Questions,G1,G2,Flags
697,my parents during family prayer time keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
698,my parents while cleaning the house keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
699,my parents on the ride home keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
700,my parents after school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
701,my parents during weekend chores keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
702,my parents when guests visit keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
703,my parents while talking about my friends keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
704,my parents when we discuss school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
705,my parents during a family argument keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
706,my parents while using the family phone keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
707,my parents when I ask to invite friends over keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
708,my parents during holiday planning keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
709,my caregiver at dinner keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
710,my caregiver during breakfast keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
711,my caregiver while helping with homework keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
712,my caregiver when we watch the news keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
713,my caregiver during family prayer time keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
714,my caregiver while cleaning the house keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
715,my caregiver on the ride home keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
716,my caregiver after school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
717,my caregiver during weekend chores keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
718,my caregiver when guests visit keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
719,my caregiver while talking about my friends keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
720,my caregiver when we discuss school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
721,my caregiver during a family argument keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
722,my caregiver while using the family phone keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
723,my caregiver when I ask to invite friends over keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
724,my caregiver during holiday planning keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
725,my sibling at dinner keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
726,my sibling during breakfast keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
727,my sibling while helping with homework keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
728,my sibling when we watch the news keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
729,my sibling during family prayer time keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
730,my sibling while cleaning the house keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
731,my sibling on the ride home keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
732,my sibling after school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
733,my sibling during weekend chores keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
734,my sibling when guests visit keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
735,my sibling while talking about my friends keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
736,my sibling when we discuss school keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
737,my sibling during a family argument keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
738,my sibling while using the family phone keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
739,my sibling when I ask to invite friends over keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
740,my sibling during holiday planning keeps making strict rules about my chores. What should I do?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
741,"my dad at dinner says I disappoint the family, and I feel really upset. Is it normal to feel hurt?",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'direct_intent': True}"
742,"my dad during breakfast says I disappoint the family, and I feel really upset. Is it normal to feel hurt?",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'direct_intent': True}"
743,"my dad while helping with homework says I disappoint the family, and I feel really upset. Is it normal to feel hurt?",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'direct_intent': True}"
744,"my dad when we watch the news says I disappoint the family, and I feel really upset. Is it normal to feel hurt?",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'direct_intent': True}"
745,"my dad during family prayer time says I disappoint the family, and I feel really upset. Is it normal to feel hurt?",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'direct_intent': True}"
746,"my dad while cleaning the house says I disappoint the family, and I feel really upset. Is it normal to feel hurt?",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'direct_intent': True}"
747,"my dad on the ride home says I disappoint the family, and I feel really upset. Is it normal to feel hurt?",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'direct_intent': True}"
748,"my dad after school says I disappoint the family, and I feel really upset. Is it normal to feel hurt?",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'direct_intent': True}"
749,"my dad during weekend chores says I disappoint the family, and I feel really upset. Is it normal to feel hurt?",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'direct_intent': True}"
750,"my dad when guests visit says I disappoint the family, and I feel really upset. Is it normal to feel hurt?",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'direct_intent': True}"
751,"my dad while talking about my friends says I disappoint the family, and I feel really upset. Is it normal to feel hurt?",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'direct_intent': True}"
752,"my dad when we discuss school says I disappoint the family, and I feel really upset. Is it normal to feel hurt?",GENERIC,['EMOTIONAL'],"{'has_emotional_distress': True, 'direct_intent': True}"
