term,usage_examples,category,text,g1,g2
that nipple,"The moderation review flagged ""that nipple"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what that nipple means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that nipple,"The moderation review flagged ""that nipple"" as sexual or explicit language in context.",sexual,A user kept posting that nipple jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that nipple,"The moderation review flagged ""that nipple"" as sexual or explicit language in context.",sexual,An older teen wrote that nipple in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that nipple,"The moderation review flagged ""that nipple"" as sexual or explicit language in context.",sexual,The account sent a DM using the word that nipple and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that nipple,"The moderation review flagged ""that nipple"" as sexual or explicit language in context.",sexual,People in the thread were repeating that nipple to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the nudes,"The moderation review flagged ""the nudes"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what the nudes means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the nudes,"The moderation review flagged ""the nudes"" as sexual or explicit language in context.",sexual,A user kept posting the nudes jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the nudes,"The moderation review flagged ""the nudes"" as sexual or explicit language in context.",sexual,An older teen wrote the nudes in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the nudes,"The moderation review flagged ""the nudes"" as sexual or explicit language in context.",sexual,The account sent a DM using the word the nudes and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
the nudes,"The moderation review flagged ""the nudes"" as sexual or explicit language in context.",sexual,People in the thread were repeating the nudes to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total orgasm,"The moderation review flagged ""total orgasm"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what total orgasm means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total orgasm,"The moderation review flagged ""total orgasm"" as sexual or explicit language in context.",sexual,A user kept posting total orgasm jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total orgasm,"The moderation review flagged ""total orgasm"" as sexual or explicit language in context.",sexual,An older teen wrote total orgasm in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total orgasm,"The moderation review flagged ""total orgasm"" as sexual or explicit language in context.",sexual,The account sent a DM using the word total orgasm and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total orgasm,"The moderation review flagged ""total orgasm"" as sexual or explicit language in context.",sexual,People in the thread were repeating total orgasm to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
penis!!,"The moderation review flagged ""penis!!"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what penis!! means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
penis!!,"The moderation review flagged ""penis!!"" as sexual or explicit language in context.",sexual,A user kept posting penis!! jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
penis!!,"The moderation review flagged ""penis!!"" as sexual or explicit language in context.",sexual,An older teen wrote penis!! in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
penis!!,"The moderation review flagged ""penis!!"" as sexual or explicit language in context.",sexual,The account sent a DM using the word penis!! and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
penis!!,"The moderation review flagged ""penis!!"" as sexual or explicit language in context.",sexual,People in the thread were repeating penis!! to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
porn af,"The moderation review flagged ""porn af"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what porn af means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
porn af,"The moderation review flagged ""porn af"" as sexual or explicit language in context.",sexual,A user kept posting porn af jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
porn af,"The moderation review flagged ""porn af"" as sexual or explicit language in context.",sexual,An older teen wrote porn af in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
porn af,"The moderation review flagged ""porn af"" as sexual or explicit language in context.",sexual,The account sent a DM using the word porn af and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
porn af,"The moderation review flagged ""porn af"" as sexual or explicit language in context.",sexual,People in the thread were repeating porn af to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total sexting af,"The moderation review flagged ""total sexting af"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what total sexting af means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total sexting af,"The moderation review flagged ""total sexting af"" as sexual or explicit language in context.",sexual,A user kept posting total sexting af jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total sexting af,"The moderation review flagged ""total sexting af"" as sexual or explicit language in context.",sexual,An older teen wrote total sexting af in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total sexting af,"The moderation review flagged ""total sexting af"" as sexual or explicit language in context.",sexual,The account sent a DM using the word total sexting af and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total sexting af,"The moderation review flagged ""total sexting af"" as sexual or explicit language in context.",sexual,People in the thread were repeating total sexting af to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that slut,"The moderation review flagged ""that slut"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what that slut means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that slut,"The moderation review flagged ""that slut"" as sexual or explicit language in context.",sexual,A user kept posting that slut jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that slut,"The moderation review flagged ""that slut"" as sexual or explicit language in context.",sexual,An older teen wrote that slut in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that slut,"The moderation review flagged ""that slut"" as sexual or explicit language in context.",sexual,The account sent a DM using the word that slut and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that slut,"The moderation review flagged ""that slut"" as sexual or explicit language in context.",sexual,People in the thread were repeating that slut to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total sperm,"The moderation review flagged ""total sperm"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what total sperm means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total sperm,"The moderation review flagged ""total sperm"" as sexual or explicit language in context.",sexual,A user kept posting total sperm jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total sperm,"The moderation review flagged ""total sperm"" as sexual or explicit language in context.",sexual,An older teen wrote total sperm in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total sperm,"The moderation review flagged ""total sperm"" as sexual or explicit language in context.",sexual,The account sent a DM using the word total sperm and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
total sperm,"The moderation review flagged ""total sperm"" as sexual or explicit language in context.",sexual,People in the thread were repeating total sperm to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that testicles!!,"The moderation review flagged ""that testicles!!"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what that testicles!! means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that testicles!!,"The moderation review flagged ""that testicles!!"" as sexual or explicit language in context.",sexual,A user kept posting that testicles!! jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that testicles!!,"The moderation review flagged ""that testicles!!"" as sexual or explicit language in context.",sexual,An older teen wrote that testicles!! in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that testicles!!,"The moderation review flagged ""that testicles!!"" as sexual or explicit language in context.",sexual,The account sent a DM using the word that testicles!! and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
that testicles!!,"The moderation review flagged ""that testicles!!"" as sexual or explicit language in context.",sexual,People in the thread were repeating that testicles!! to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute threesome...,"The moderation review flagged ""absolute threesome..."" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what absolute threesome... means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute threesome...,"The moderation review flagged ""absolute threesome..."" as sexual or explicit language in context.",sexual,A user kept posting absolute threesome... jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute threesome...,"The moderation review flagged ""absolute threesome..."" as sexual or explicit language in context.",sexual,An older teen wrote absolute threesome... in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute threesome...,"The moderation review flagged ""absolute threesome..."" as sexual or explicit language in context.",sexual,The account sent a DM using the word absolute threesome... and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
absolute threesome...,"The moderation review flagged ""absolute threesome..."" as sexual or explicit language in context.",sexual,People in the thread were repeating absolute threesome... to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
tits af,"The moderation review flagged ""tits af"" as sexual or explicit language in context.",sexual,Someone sent a message asking if I knew what tits af means.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
tits af,"The moderation review flagged ""tits af"" as sexual or explicit language in context.",sexual,A user kept posting tits af jokes in the group chat.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
tits af,"The moderation review flagged ""tits af"" as sexual or explicit language in context.",sexual,An older teen wrote tits af in a comment to make the conversation sexual.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
tits af,"The moderation review flagged ""tits af"" as sexual or explicit language in context.",sexual,The account sent a DM using the word tits af and made me uncomfortable.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
tits af,"The moderation review flagged ""tits af"" as sexual or explicit language in context.",sexual,People in the thread were repeating tits af to talk about explicit content.,TECHNOLOGY,['UNSAFE_SEXUAL_CONTENT']
