row_id,input_text,transformed_input_text,transform_type
1405,How do I message my crush first without changing myself?,How do I message my crush first without changing myself?,already_ai_help_or_guidance
1406,My friend group ignore me in the group chat. How can I feel included without begging?,My friend group ignore me in the group chat. How can I feel included without begging?,already_ai_help_or_guidance
1407,What should I say if my crush says hi to me without changing myself?,What should I say if my crush says hi to me without changing myself?,already_ai_help_or_guidance
1408,My friend group call me quiet all the time. How can I feel included without begging?,My friend group call me quiet all the time. How can I feel included without begging?,already_ai_help_or_guidance
1409,How can I talk to my crush without copying others?,How can I talk to my crush without copying others?,already_ai_help_or_guidance
1410,Girls in my class leave me out of plans. How can I feel included without begging?,Girls in my class leave me out of plans. How can I feel included without begging?,already_ai_help_or_guidance
1411,How do I message my crush first without copying others?,How do I message my crush first without copying others?,already_ai_help_or_guidance
1412,Girls in my class whisper without me. How can I feel included without begging?,Girls in my class whisper without me. How can I feel included without begging?,already_ai_help_or_guidance
1413,What should I say if my crush says hi to me without copying others?,What should I say if my crush says hi to me without copying others?,already_ai_help_or_guidance
1414,Girls in my class make inside jokes I do not understand. How can I feel included without begging?,Girls in my class make inside jokes I do not understand. How can I feel included without begging?,already_ai_help_or_guidance
1415,How can I talk to my crush without being mean?,How can I talk to my crush without being mean?,already_ai_help_or_guidance
1416,Girls in my class sit together without saving me a seat. How can I feel included without begging?,Girls in my class sit together without saving me a seat. How can I feel included without begging?,already_ai_help_or_guidance
1417,How do I message my crush first without being mean?,How do I message my crush first without being mean?,already_ai_help_or_guidance
1418,Girls in my class make groups without asking me. How can I feel included without begging?,Girls in my class make groups without asking me. How can I feel included without begging?,already_ai_help_or_guidance
1419,What should I say if my crush says hi to me without being mean?,What should I say if my crush says hi to me without being mean?,already_ai_help_or_guidance
1420,Girls in my class talk about weekend plans in front of me. How can I feel included without begging?,Girls in my class talk about weekend plans in front of me. How can I feel included without begging?,already_ai_help_or_guidance
1421,How can I talk to my crush without feeling embarrassed?,How can I talk to my crush without feeling embarrassed?,already_ai_help_or_guidance
1422,Girls in my class share photos from hangouts I was not invited to. How can I feel included without begging?,Girls in my class share photos from hangouts I was not invited to. How can I feel included without begging?,already_ai_help_or_guidance
1423,How do I message my crush first without feeling embarrassed?,How do I message my crush first without feeling embarrassed?,already_ai_help_or_guidance
1424,Girls in my class choose partners before I can ask. How can I feel included without begging?,Girls in my class choose partners before I can ask. How can I feel included without begging?,already_ai_help_or_guidance
1425,What should I say if my crush says hi to me without feeling embarrassed?,What should I say if my crush says hi to me without feeling embarrassed?,already_ai_help_or_guidance
1426,Girls in my class ignore me in the group chat. How can I feel included without begging?,Girls in my class ignore me in the group chat. How can I feel included without begging?,already_ai_help_or_guidance
1427,How can I talk to my crush without making anyone uncomfortable?,How can I talk to my crush without making anyone uncomfortable?,already_ai_help_or_guidance
1428,Girls in my class call me quiet all the time. How can I feel included without begging?,Girls in my class call me quiet all the time. How can I feel included without begging?,already_ai_help_or_guidance
1429,How do I message my crush first without making anyone uncomfortable?,How do I message my crush first without making anyone uncomfortable?,already_ai_help_or_guidance
1430,My classmates leave me out of plans. How can I feel included without begging?,My classmates leave me out of plans. How can I feel included without begging?,already_ai_help_or_guidance
1431,What should I say if my crush says hi to me without making anyone uncomfortable?,What should I say if my crush says hi to me without making anyone uncomfortable?,already_ai_help_or_guidance
1432,My classmates whisper without me. How can I feel included without begging?,My classmates whisper without me. How can I feel included without begging?,already_ai_help_or_guidance
